"Dataset","Package","DeepTyper type checks","LambdaNet type checks","InCoder type checks","SantaCoder type checks"
top1k-untyped-with-typed-deps,mississippi,1,NA,1,1
top1k-untyped-with-typed-deps,object-is,0,0,0,1
top1k-untyped-with-typed-deps,object.assign,0,0,0,0
top1k-untyped-with-typed-deps,object.entries,1,0,1,1
top1k-untyped-with-typed-deps,object.values,1,0,1,1
top1k-untyped-with-typed-deps,regenerate-unicode-properties,NA,0,0,0
top1k-untyped-with-typed-deps,request-promise-core,0,0,0,0
top1k-untyped-with-typed-deps,shallow-clone,0,NA,0,0
top1k-untyped-with-typed-deps,side-channel,0,0,0,0
top1k-untyped-with-typed-deps,snapdragon-util,0,0,0,0
top1k-untyped-with-typed-deps,source-map-resolve,0,0,0,0
top1k-untyped-with-typed-deps,stream-browserify,1,0,0,0
top1k-untyped-with-typed-deps,string.prototype.trimend,0,0,1,1
top1k-untyped-with-typed-deps,string.prototype.trimstart,0,0,1,1
top1k-untyped-with-typed-deps,timers-browserify,0,0,0,0
top1k-untyped-with-typed-deps,to-object-path,0,NA,0,0
top1k-untyped-with-typed-deps,union-value,0,1,0,0
top1k-untyped-with-typed-deps,unique-slug,1,NA,1,1
top1k-untyped-with-typed-deps-es6,@npmcli_move-file,0,NA,0,0
top1k-untyped-with-typed-deps-es6,array-includes,0,0,0,0
top1k-untyped-with-typed-deps-es6,asn1.js,0,0,0,0
top1k-untyped-with-typed-deps-es6,browserify-rsa,1,0,0,0
top1k-untyped-with-typed-deps-es6,browserify-zlib,0,0,0,0
top1k-untyped-with-typed-deps-es6,capture-exit,0,0,0,0
top1k-untyped-with-typed-deps-es6,create-ecdh,0,0,0,0
top1k-untyped-with-typed-deps-es6,des.js,0,0,0,0
top1k-untyped-with-typed-deps-es6,ecc-jsbn,0,0,0,0
top1k-untyped-with-typed-deps-es6,esrecurse,0,0,0,0
top1k-untyped-with-typed-deps-es6,for-each,0,0,0,0
top1k-untyped-with-typed-deps-es6,fs-write-stream-atomic,0,0,0,0
top1k-untyped-with-typed-deps-es6,get-symbol-description,0,0,1,1
top1k-untyped-with-typed-deps-es6,has-tostringtag,1,1,1,1
top1k-untyped-with-typed-deps-es6,has-values,1,0,1,1
top1k-untyped-with-typed-deps-es6,is-nan,0,0,0,1
top1k-untyped-with-typed-deps-es6,is-symbol,0,0,0,0
top1k-untyped-with-typed-deps-es6,is-weakset,0,0,0,0
top1k-untyped-with-typed-deps-es6,jsprim,0,0,0,0
top1k-untyped-with-typed-deps-es6,levn,0,0,0,0
top1k-untyped-with-typed-deps-es6,makeerror,0,NA,0,0
top1k-untyped-with-typed-deps-es6,miller-rabin,0,0,0,0
top1k-untyped-with-typed-deps-es6,mississippi,1,1,1,1
top1k-untyped-with-typed-deps-es6,object-is,0,0,0,1
top1k-untyped-with-typed-deps-es6,object.assign,0,0,0,0
top1k-untyped-with-typed-deps-es6,object.entries,0,0,0,0
top1k-untyped-with-typed-deps-es6,object.values,0,0,0,0
top1k-untyped-with-typed-deps-es6,regenerate-unicode-properties,NA,0,0,0
top1k-untyped-with-typed-deps-es6,request-promise-core,0,0,0,0
top1k-untyped-with-typed-deps-es6,shallow-clone,0,NA,0,0
top1k-untyped-with-typed-deps-es6,side-channel,0,0,0,0
top1k-untyped-with-typed-deps-es6,snapdragon-util,0,0,0,0
top1k-untyped-with-typed-deps-es6,source-map-resolve,0,0,0,0
top1k-untyped-with-typed-deps-es6,stream-browserify,0,0,0,0
top1k-untyped-with-typed-deps-es6,string.prototype.trimend,0,0,0,0
top1k-untyped-with-typed-deps-es6,string.prototype.trimstart,0,0,0,0
top1k-untyped-with-typed-deps-es6,timers-browserify,0,0,0,0
top1k-untyped-with-typed-deps-es6,to-object-path,0,NA,0,0
top1k-untyped-with-typed-deps-es6,union-value,0,1,0,0
top1k-untyped-with-typed-deps-es6,unique-slug,1,NA,0,0
