Dataset,Package,File,"Lines of code"
top1k-typed-with-typed-deps,axios,lib/axios.ts,43
top1k-typed-with-typed-deps,axios,lib/cancel/CancelToken.ts,76
top1k-typed-with-typed-deps,axios,lib/cancel/CanceledError.ts,11
top1k-typed-with-typed-deps,axios,lib/cancel/isCancel.ts,4
top1k-typed-with-typed-deps,axios,lib/core/Axios.ts,130
top1k-typed-with-typed-deps,axios,lib/core/AxiosError.ts,67
top1k-typed-with-typed-deps,axios,lib/core/AxiosHeaders.ts,206
top1k-typed-with-typed-deps,axios,lib/core/InterceptorManager.ts,34
top1k-typed-with-typed-deps,axios,lib/core/buildFullPath.ts,9
top1k-typed-with-typed-deps,axios,lib/core/dispatchRequest.ts,46
top1k-typed-with-typed-deps,axios,lib/core/mergeConfig.ts,77
top1k-typed-with-typed-deps,axios,lib/core/settle.ts,16
top1k-typed-with-typed-deps,axios,lib/core/transformData.ts,15
top1k-typed-with-typed-deps,axios,lib/defaults/index.ts,131
top1k-typed-with-typed-deps,axios,lib/defaults/transitional.ts,6
top1k-typed-with-typed-deps,axios,lib/env/classes/FormData.ts,2
top1k-typed-with-typed-deps,axios,lib/env/data.ts,1
top1k-typed-with-typed-deps,axios,lib/helpers/AxiosTransformStream.ts,153
top1k-typed-with-typed-deps,axios,lib/helpers/AxiosURLSearchParams.ts,33
top1k-typed-with-typed-deps,axios,lib/helpers/bind.ts,6
top1k-typed-with-typed-deps,axios,lib/helpers/buildURL.ts,29
top1k-typed-with-typed-deps,axios,lib/helpers/combineURLs.ts,6
top1k-typed-with-typed-deps,axios,lib/helpers/cookies.ts,39
top1k-typed-with-typed-deps,axios,lib/helpers/deprecatedMethod.ts,12
top1k-typed-with-typed-deps,axios,lib/helpers/formDataToJSON.ts,52
top1k-typed-with-typed-deps,axios,lib/helpers/fromDataURI.ts,31
top1k-typed-with-typed-deps,axios,lib/helpers/isAbsoluteURL.ts,4
top1k-typed-with-typed-deps,axios,lib/helpers/isAxiosError.ts,5
top1k-typed-with-typed-deps,axios,lib/helpers/isURLSameOrigin.ts,40
top1k-typed-with-typed-deps,axios,lib/helpers/null.ts,1
top1k-typed-with-typed-deps,axios,lib/helpers/parseHeaders.ts,32
top1k-typed-with-typed-deps,axios,lib/helpers/parseProtocol.ts,5
top1k-typed-with-typed-deps,axios,lib/helpers/speedometer.ts,35
top1k-typed-with-typed-deps,axios,lib/helpers/spread.ts,6
top1k-typed-with-typed-deps,axios,lib/helpers/throttle.ts,25
top1k-typed-with-typed-deps,axios,lib/helpers/toFormData.ts,115
top1k-typed-with-typed-deps,axios,lib/helpers/toURLEncodedForm.ts,15
top1k-typed-with-typed-deps,axios,lib/helpers/validator.ts,59
top1k-typed-with-typed-deps,axios,lib/platform/browser/classes/FormData.ts,2
top1k-typed-with-typed-deps,axios,lib/platform/browser/classes/URLSearchParams.ts,3
top1k-typed-with-typed-deps,axios,lib/platform/browser/index.ts,23
top1k-typed-with-typed-deps,axios,lib/platform/index.ts,2
top1k-typed-with-typed-deps,axios,lib/platform/node/classes/FormData.ts,2
top1k-typed-with-typed-deps,axios,lib/platform/node/classes/URLSearchParams.ts,3
top1k-typed-with-typed-deps,axios,lib/platform/node/index.ts,11
top1k-typed-with-typed-deps,axios,lib/utils.ts,280
top1k-typed-with-typed-deps,axios,rollup.config.ts,80
top1k-typed-with-typed-deps,axios,sandbox/client.ts,14
top1k-typed-with-typed-deps,axios,sandbox/server.ts,68
top1k-typed-with-typed-deps,axios,webpack.config.ts,25
top1k-typed-with-typed-deps,brace-expansion,bench/bench.ts,10
top1k-typed-with-typed-deps,brace-expansion,example.ts,6
top1k-typed-with-typed-deps,brace-expansion,index.ts,156
top1k-typed-with-typed-deps,braces,bench/index.ts,70
top1k-typed-with-typed-deps,braces,examples/compile.ts,5
top1k-typed-with-typed-deps,braces,examples/expand.ts,13
top1k-typed-with-typed-deps,braces,examples/option-transform.ts,14
top1k-typed-with-typed-deps,braces,examples/parse.ts,1
top1k-typed-with-typed-deps,braces,index.ts,59
top1k-typed-with-typed-deps,braces,lib/compile.ts,45
top1k-typed-with-typed-deps,braces,lib/constants.ts,48
top1k-typed-with-typed-deps,braces,lib/expand.ts,88
top1k-typed-with-typed-deps,braces,lib/parse.ts,222
top1k-typed-with-typed-deps,braces,lib/stringify.ts,25
top1k-typed-with-typed-deps,braces,lib/utils.ts,70
top1k-typed-with-typed-deps,call-bind,callBound.ts,11
top1k-typed-with-typed-deps,call-bind,index.ts,38
top1k-typed-with-typed-deps,color,index.ts,376
top1k-typed-with-typed-deps,color-convert,conversions.ts,648
top1k-typed-with-typed-deps,color-convert,index.ts,55
top1k-typed-with-typed-deps,color-convert,route.ts,62
top1k-typed-with-typed-deps,color-string,index.ts,192
top1k-typed-with-typed-deps,compressible,index.ts,17
top1k-typed-with-typed-deps,compressible,scripts/version-history.ts,46
top1k-typed-with-typed-deps,csso,.gh-pages/libs/base64.ts,1
top1k-typed-with-typed-deps,csso,.gh-pages/libs/cssbeautify.ts,326
top1k-typed-with-typed-deps,csso,.gh-pages/libs/diff.ts,1
top1k-typed-with-typed-deps,csso,lib/clean/Atrule.ts,51
top1k-typed-with-typed-deps,csso,lib/clean/Comment.ts,3
top1k-typed-with-typed-deps,csso,lib/clean/Declaration.ts,12
top1k-typed-with-typed-deps,csso,lib/clean/Raw.ts,7
top1k-typed-with-typed-deps,csso,lib/clean/Rule.ts,81
top1k-typed-with-typed-deps,csso,lib/clean/TypeSelector.ts,14
top1k-typed-with-typed-deps,csso,lib/clean/WhiteSpace.ts,3
top1k-typed-with-typed-deps,csso,lib/clean/index.ts,26
top1k-typed-with-typed-deps,csso,lib/clean/utils.ts,6
top1k-typed-with-typed-deps,csso,lib/compress.ts,156
top1k-typed-with-typed-deps,csso,lib/index.ts,93
top1k-typed-with-typed-deps,csso,lib/replace/Atrule.ts,7
top1k-typed-with-typed-deps,csso,lib/replace/AttributeSelector.ts,20
top1k-typed-with-typed-deps,csso,lib/replace/Dimension.ts,46
top1k-typed-with-typed-deps,csso,lib/replace/Number.ts,23
top1k-typed-with-typed-deps,csso,lib/replace/Percentage.ts,25
top1k-typed-with-typed-deps,csso,lib/replace/Url.ts,3
top1k-typed-with-typed-deps,csso,lib/replace/Value.ts,22
top1k-typed-with-typed-deps,csso,lib/replace/atrule/keyframes.ts,21
top1k-typed-with-typed-deps,csso,lib/replace/color.ts,412
top1k-typed-with-typed-deps,csso,lib/replace/index.ts,30
top1k-typed-with-typed-deps,csso,lib/replace/property/background.ts,41
top1k-typed-with-typed-deps,csso,lib/replace/property/border.ts,15
top1k-typed-with-typed-deps,csso,lib/replace/property/font-weight.ts,21
top1k-typed-with-typed-deps,csso,lib/replace/property/font.ts,26
top1k-typed-with-typed-deps,csso,lib/restructure/1-mergeAtrule.ts,80
top1k-typed-with-typed-deps,csso,lib/restructure/2-initialMergeRuleset.ts,38
top1k-typed-with-typed-deps,csso,lib/restructure/3-disjoinRuleset.ts,30
top1k-typed-with-typed-deps,csso,lib/restructure/4-restructShorthand.ts,341
top1k-typed-with-typed-deps,csso,lib/restructure/6-restructBlock.ts,232
top1k-typed-with-typed-deps,csso,lib/restructure/7-mergeRuleset.ts,55
top1k-typed-with-typed-deps,csso,lib/restructure/8-restructRuleset.ts,133
top1k-typed-with-typed-deps,csso,lib/restructure/index.ts,26
top1k-typed-with-typed-deps,csso,lib/restructure/prepare/createDeclarationIndexer.ts,24
top1k-typed-with-typed-deps,csso,lib/restructure/prepare/index.ts,33
top1k-typed-with-typed-deps,csso,lib/restructure/prepare/processSelector.ts,75
top1k-typed-with-typed-deps,csso,lib/restructure/prepare/specificity.ts,86
top1k-typed-with-typed-deps,csso,lib/restructure/utils.ts,101
top1k-typed-with-typed-deps,csso,lib/syntax.ts,55
top1k-typed-with-typed-deps,csso,lib/usage.ts,55
top1k-typed-with-typed-deps,csso,lib/utils.ts,2
top1k-typed-with-typed-deps,csso,lib/version.ts,3
top1k-typed-with-typed-deps,csso,scripts/bundle.ts,46
top1k-typed-with-typed-deps,cssstyle,.eslintrc.ts,54
top1k-typed-with-typed-deps,cssstyle,jest.config.ts,10
top1k-typed-with-typed-deps,cssstyle,lib/CSSStyleDeclaration.ts,185
top1k-typed-with-typed-deps,cssstyle,lib/allExtraProperties.ts,60
top1k-typed-with-typed-deps,cssstyle,lib/allProperties.ts,454
top1k-typed-with-typed-deps,cssstyle,lib/allWebkitProperties.ts,188
top1k-typed-with-typed-deps,cssstyle,lib/constants.ts,5
top1k-typed-with-typed-deps,cssstyle,lib/parsers.ts,634
top1k-typed-with-typed-deps,cssstyle,lib/properties/azimuth.ts,64
top1k-typed-with-typed-deps,cssstyle,lib/properties/background.ts,16
top1k-typed-with-typed-deps,cssstyle,lib/properties/backgroundAttachment.ts,21
top1k-typed-with-typed-deps,cssstyle,lib/properties/backgroundColor.ts,32
top1k-typed-with-typed-deps,cssstyle,lib/properties/backgroundImage.ts,28
top1k-typed-with-typed-deps,cssstyle,lib/properties/backgroundPosition.ts,53
top1k-typed-with-typed-deps,cssstyle,lib/properties/backgroundRepeat.ts,28
top1k-typed-with-typed-deps,cssstyle,lib/properties/border.ts,29
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderBottom.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderBottomColor.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderBottomStyle.ts,19
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderBottomWidth.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderCollapse.ts,23
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderColor.ts,26
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderLeft.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderLeftColor.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderLeftStyle.ts,19
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderLeftWidth.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderRight.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderRightColor.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderRightStyle.ts,19
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderRightWidth.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderSpacing.ts,33
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderStyle.ts,32
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderTop.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderTopColor.ts,14
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderTopStyle.ts,19
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderTopWidth.ts,15
top1k-typed-with-typed-deps,cssstyle,lib/properties/borderWidth.ts,40
top1k-typed-with-typed-deps,cssstyle,lib/properties/bottom.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/clear.ts,13
top1k-typed-with-typed-deps,cssstyle,lib/properties/clip.ts,43
top1k-typed-with-typed-deps,cssstyle,lib/properties/color.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/cssFloat.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/flex.ts,38
top1k-typed-with-typed-deps,cssstyle,lib/properties/flexBasis.ts,24
top1k-typed-with-typed-deps,cssstyle,lib/properties/flexGrow.ts,16
top1k-typed-with-typed-deps,cssstyle,lib/properties/flexShrink.ts,16
top1k-typed-with-typed-deps,cssstyle,lib/properties/float.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/floodColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/font.ts,38
top1k-typed-with-typed-deps,cssstyle,lib/properties/fontFamily.ts,30
top1k-typed-with-typed-deps,cssstyle,lib/properties/fontSize.ts,33
top1k-typed-with-typed-deps,cssstyle,lib/properties/fontStyle.ts,15
top1k-typed-with-typed-deps,cssstyle,lib/properties/fontVariant.ts,15
top1k-typed-with-typed-deps,cssstyle,lib/properties/fontWeight.ts,30
top1k-typed-with-typed-deps,cssstyle,lib/properties/height.ts,21
top1k-typed-with-typed-deps,cssstyle,lib/properties/left.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/lightingColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/lineHeight.ts,23
top1k-typed-with-typed-deps,cssstyle,lib/properties/margin.ts,61
top1k-typed-with-typed-deps,cssstyle,lib/properties/marginBottom.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/marginLeft.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/marginRight.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/marginTop.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/opacity.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/outlineColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/padding.ts,54
top1k-typed-with-typed-deps,cssstyle,lib/properties/paddingBottom.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/paddingLeft.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/paddingRight.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/paddingTop.ts,11
top1k-typed-with-typed-deps,cssstyle,lib/properties/right.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/stopColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/textLineThroughColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/textOverlineColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/textUnderlineColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/top.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitBorderAfterColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitBorderBeforeColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitBorderEndColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitBorderStartColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitColumnRuleColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitMatchNearestMailBlockquoteColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitTapHighlightColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitTextEmphasisColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitTextFillColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/webkitTextStrokeColor.ts,12
top1k-typed-with-typed-deps,cssstyle,lib/properties/width.ts,21
top1k-typed-with-typed-deps,cssstyle,lib/utils/colorSpace.ts,17
top1k-typed-with-typed-deps,cssstyle,lib/utils/getBasicPropertyDescriptor.ts,13
top1k-typed-with-typed-deps,cssstyle,scripts/download_latest_properties.ts,50
top1k-typed-with-typed-deps,cssstyle,scripts/generate_implemented_properties.ts,54
top1k-typed-with-typed-deps,cssstyle,scripts/generate_properties.ts,264
top1k-typed-with-typed-deps,dashdash,examples/custom-option-arrayOfCommaSepString.ts,34
top1k-typed-with-typed-deps,dashdash,examples/custom-option-duration.ts,49
top1k-typed-with-typed-deps,dashdash,examples/custom-option-fruit.ts,51
top1k-typed-with-typed-deps,dashdash,examples/custom-option-intGteZero.ts,30
top1k-typed-with-typed-deps,dashdash,examples/custom-option-time-ago.ts,55
top1k-typed-with-typed-deps,dashdash,examples/date.ts,18
top1k-typed-with-typed-deps,dashdash,examples/ddcompletion.ts,60
top1k-typed-with-typed-deps,dashdash,examples/foo.ts,55
top1k-typed-with-typed-deps,dashdash,examples/hello.ts,19
top1k-typed-with-typed-deps,dashdash,examples/help.ts,28
top1k-typed-with-typed-deps,dashdash,examples/option-groups.ts,28
top1k-typed-with-typed-deps,dashdash,lib/dashdash.ts,814
top1k-typed-with-typed-deps,debug,karma.conf.ts,30
top1k-typed-with-typed-deps,debug,src/browser.ts,166
top1k-typed-with-typed-deps,debug,src/common.ts,159
top1k-typed-with-typed-deps,debug,src/index.ts,5
top1k-typed-with-typed-deps,debug,src/node.ts,175
top1k-typed-with-typed-deps,defaults,index.ts,10
top1k-typed-with-typed-deps,doctrine,.eslintrc.ts,207
top1k-typed-with-typed-deps,doctrine,lib/doctrine.ts,677
top1k-typed-with-typed-deps,doctrine,lib/typed.ts,996
top1k-typed-with-typed-deps,doctrine,lib/utility.ts,22
top1k-typed-with-typed-deps,domexception,index.ts,5
top1k-typed-with-typed-deps,domexception,lib/DOMException-impl.ts,18
top1k-typed-with-typed-deps,domexception,scripts/generate.ts,12
top1k-typed-with-typed-deps,domexception,scripts/get-latest-platform-tests.ts,28
top1k-typed-with-typed-deps,domexception,webidl2js-wrapper.ts,10
top1k-typed-with-typed-deps,duplexify,example.ts,18
top1k-typed-with-typed-deps,duplexify,index.ts,188
top1k-typed-with-typed-deps,end-of-stream,index.ts,75
top1k-typed-with-typed-deps,enhanced-resolve,.eslintrc.ts,81
top1k-typed-with-typed-deps,enhanced-resolve,.prettierrc.ts,22
top1k-typed-with-typed-deps,enhanced-resolve,lib/AliasFieldPlugin.ts,77
top1k-typed-with-typed-deps,enhanced-resolve,lib/AliasPlugin.ts,106
top1k-typed-with-typed-deps,enhanced-resolve,lib/AppendPlugin.ts,28
top1k-typed-with-typed-deps,enhanced-resolve,lib/CachedInputFileSystem.ts,378
top1k-typed-with-typed-deps,enhanced-resolve,lib/CloneBasenamePlugin.ts,31
top1k-typed-with-typed-deps,enhanced-resolve,lib/ConditionalPlugin.ts,35
top1k-typed-with-typed-deps,enhanced-resolve,lib/DescriptionFilePlugin.ts,73
top1k-typed-with-typed-deps,enhanced-resolve,lib/DescriptionFileUtils.ts,123
top1k-typed-with-typed-deps,enhanced-resolve,lib/DirectoryExistsPlugin.ts,45
top1k-typed-with-typed-deps,enhanced-resolve,lib/ExportsFieldPlugin.ts,106
top1k-typed-with-typed-deps,enhanced-resolve,lib/ExtensionAliasPlugin.ts,44
top1k-typed-with-typed-deps,enhanced-resolve,lib/FileExistsPlugin.ts,40
top1k-typed-with-typed-deps,enhanced-resolve,lib/ImportsFieldPlugin.ts,130
top1k-typed-with-typed-deps,enhanced-resolve,lib/JoinRequestPartPlugin.ts,43
top1k-typed-with-typed-deps,enhanced-resolve,lib/JoinRequestPlugin.ts,23
top1k-typed-with-typed-deps,enhanced-resolve,lib/LogInfoPlugin.ts,37
top1k-typed-with-typed-deps,enhanced-resolve,lib/MainFieldPlugin.ts,58
top1k-typed-with-typed-deps,enhanced-resolve,lib/ModulesInHierachicDirectoriesPlugin.ts,2
top1k-typed-with-typed-deps,enhanced-resolve,lib/ModulesInHierarchicalDirectoriesPlugin.ts,60
top1k-typed-with-typed-deps,enhanced-resolve,lib/ModulesInRootPlugin.ts,28
top1k-typed-with-typed-deps,enhanced-resolve,lib/NextPlugin.ts,15
top1k-typed-with-typed-deps,enhanced-resolve,lib/ParsePlugin.ts,53
top1k-typed-with-typed-deps,enhanced-resolve,lib/PnpPlugin.ts,69
top1k-typed-with-typed-deps,enhanced-resolve,lib/Resolver.ts,300
top1k-typed-with-typed-deps,enhanced-resolve,lib/ResolverFactory.ts,503
top1k-typed-with-typed-deps,enhanced-resolve,lib/RestrictionsPlugin.ts,44
top1k-typed-with-typed-deps,enhanced-resolve,lib/ResultPlugin.ts,25
top1k-typed-with-typed-deps,enhanced-resolve,lib/RootsPlugin.ts,39
top1k-typed-with-typed-deps,enhanced-resolve,lib/SelfReferencePlugin.ts,52
top1k-typed-with-typed-deps,enhanced-resolve,lib/SymlinkPlugin.ts,67
top1k-typed-with-typed-deps,enhanced-resolve,lib/SyncAsyncFileSystemDecorator.ts,75
top1k-typed-with-typed-deps,enhanced-resolve,lib/TryNextPlugin.ts,22
top1k-typed-with-typed-deps,enhanced-resolve,lib/UnsafeCachePlugin.ts,73
top1k-typed-with-typed-deps,enhanced-resolve,lib/UseFilePlugin.ts,30
top1k-typed-with-typed-deps,enhanced-resolve,lib/createInnerContext.ts,31
top1k-typed-with-typed-deps,enhanced-resolve,lib/forEachBail.ts,18
top1k-typed-with-typed-deps,enhanced-resolve,lib/getInnerRequest.ts,21
top1k-typed-with-typed-deps,enhanced-resolve,lib/getPaths.ts,30
top1k-typed-with-typed-deps,enhanced-resolve,lib/index.ts,102
top1k-typed-with-typed-deps,enhanced-resolve,lib/util/entrypoints.ts,403
top1k-typed-with-typed-deps,enhanced-resolve,lib/util/identifier.ts,12
top1k-typed-with-typed-deps,enhanced-resolve,lib/util/path.ts,184
top1k-typed-with-typed-deps,enhanced-resolve,lib/util/process-browser.ts,10
top1k-typed-with-typed-deps,enhanced-resolve,tooling/format-file-header.ts,167
top1k-typed-with-typed-deps,eslint-utils,docs/.vuepress/config.ts,31
top1k-typed-with-typed-deps,eslint-utils,rollup.config.ts,17
top1k-typed-with-typed-deps,eslint-utils,src/find-variable.ts,19
top1k-typed-with-typed-deps,eslint-utils,src/get-function-head-location.ts,30
top1k-typed-with-typed-deps,eslint-utils,src/get-function-name-with-kind.ts,74
top1k-typed-with-typed-deps,eslint-utils,src/get-innermost-scope.ts,17
top1k-typed-with-typed-deps,eslint-utils,src/get-property-name.ts,27
top1k-typed-with-typed-deps,eslint-utils,src/get-static-value.ts,471
top1k-typed-with-typed-deps,eslint-utils,src/get-string-if-constant.ts,13
top1k-typed-with-typed-deps,eslint-utils,src/has-side-effect.ts,164
top1k-typed-with-typed-deps,eslint-utils,src/index.ts,119
top1k-typed-with-typed-deps,eslint-utils,src/is-parenthesized.ts,84
top1k-typed-with-typed-deps,eslint-utils,src/pattern-matcher.ts,88
top1k-typed-with-typed-deps,eslint-utils,src/reference-tracker.ts,338
top1k-typed-with-typed-deps,eslint-utils,src/token-predicate.ts,53
top1k-typed-with-typed-deps,esquery,.eslintrc.ts,48
top1k-typed-with-typed-deps,esquery,esquery.ts,294
top1k-typed-with-typed-deps,esquery,parser.ts,2322
top1k-typed-with-typed-deps,esquery,rollup.config.ts,47
top1k-typed-with-typed-deps,fb-watchman,watchman/integration/capabilities.ts,39
top1k-typed-with-typed-deps,fb-watchman,watchman/integration/case.ts,31
top1k-typed-with-typed-deps,fb-watchman,watchman/integration/node_basic.ts,15
top1k-typed-with-typed-deps,fb-watchman,watchman/node/bser/index.ts,479
top1k-typed-with-typed-deps,fb-watchman,watchman/node/example.ts,79
top1k-typed-with-typed-deps,fb-watchman,watchman/node/index.ts,245
top1k-typed-with-typed-deps,file-entry-cache,cache.ts,186
top1k-typed-with-typed-deps,file-entry-cache,perf.ts,19
top1k-typed-with-typed-deps,fill-range,bench/index.ts,66
top1k-typed-with-typed-deps,fill-range,index.ts,190
top1k-typed-with-typed-deps,flush-write-stream,example.ts,15
top1k-typed-with-typed-deps,flush-write-stream,index.ts,43
top1k-typed-with-typed-deps,from2,index.ts,82
top1k-typed-with-typed-deps,fs-extra,lib/copy/copy-sync.ts,130
top1k-typed-with-typed-deps,fs-extra,lib/copy/copy.ts,192
top1k-typed-with-typed-deps,fs-extra,lib/copy/index.ts,6
top1k-typed-with-typed-deps,fs-extra,lib/empty/index.ts,33
top1k-typed-with-typed-deps,fs-extra,lib/ensure/file.ts,55
top1k-typed-with-typed-deps,fs-extra,lib/ensure/index.ts,18
top1k-typed-with-typed-deps,fs-extra,lib/ensure/link.ts,55
top1k-typed-with-typed-deps,fs-extra,lib/ensure/symlink-paths.ts,73
top1k-typed-with-typed-deps,fs-extra,lib/ensure/symlink-type.ts,26
top1k-typed-with-typed-deps,fs-extra,lib/ensure/symlink.ts,71
top1k-typed-with-typed-deps,fs-extra,lib/fs/index.ts,96
top1k-typed-with-typed-deps,fs-extra,lib/index.ts,13
top1k-typed-with-typed-deps,fs-extra,lib/json/index.ts,12
top1k-typed-with-typed-deps,fs-extra,lib/json/jsonfile.ts,8
top1k-typed-with-typed-deps,fs-extra,lib/json/output-json-sync.ts,8
top1k-typed-with-typed-deps,fs-extra,lib/json/output-json.ts,8
top1k-typed-with-typed-deps,fs-extra,lib/mkdirs/index.ts,12
top1k-typed-with-typed-deps,fs-extra,lib/mkdirs/make-dir.ts,22
top1k-typed-with-typed-deps,fs-extra,lib/mkdirs/utils.ts,12
top1k-typed-with-typed-deps,fs-extra,lib/move/index.ts,6
top1k-typed-with-typed-deps,fs-extra,lib/move/move-sync.ts,46
top1k-typed-with-typed-deps,fs-extra,lib/move/move.ts,65
top1k-typed-with-typed-deps,fs-extra,lib/output-file/index.ts,33
top1k-typed-with-typed-deps,fs-extra,lib/path-exists/index.ts,10
top1k-typed-with-typed-deps,fs-extra,lib/remove/index.ts,16
top1k-typed-with-typed-deps,fs-extra,lib/remove/rimraf.ts,231
top1k-typed-with-typed-deps,fs-extra,lib/util/stat.ts,133
top1k-typed-with-typed-deps,fs-extra,lib/util/utimes.ts,21
top1k-typed-with-typed-deps,get-intrinsic,index.ts,293
top1k-typed-with-typed-deps,getpass,lib/index.ts,90
top1k-typed-with-typed-deps,glob-parent,index.ts,52
top1k-typed-with-typed-deps,global-dirs,index.ts,90
top1k-typed-with-typed-deps,global-modules,index.ts,15
top1k-typed-with-typed-deps,global-prefix,index.ts,51
top1k-typed-with-typed-deps,has,src/index.ts,3
top1k-typed-with-typed-deps,hash.js,.eslintrc.ts,41
top1k-typed-with-typed-deps,hash.js,lib/hash/common.ts,73
top1k-typed-with-typed-deps,hash.js,lib/hash/hmac.ts,35
top1k-typed-with-typed-deps,hash.js,lib/hash/ripemd.ts,131
top1k-typed-with-typed-deps,hash.js,lib/hash/sha/1.ts,60
top1k-typed-with-typed-deps,hash.js,lib/hash/sha/224.ts,23
top1k-typed-with-typed-deps,hash.js,lib/hash/sha/256.ts,92
top1k-typed-with-typed-deps,hash.js,lib/hash/sha/384.ts,29
top1k-typed-with-typed-deps,hash.js,lib/hash/sha/512.ts,282
top1k-typed-with-typed-deps,hash.js,lib/hash/sha/common.ts,40
top1k-typed-with-typed-deps,hash.js,lib/hash/sha.ts,6
top1k-typed-with-typed-deps,hash.js,lib/hash/utils.ts,242
top1k-typed-with-typed-deps,hash.js,lib/hash.ts,12
top1k-typed-with-typed-deps,hoist-non-react-statics,rollup.config.ts,54
top1k-typed-with-typed-deps,hoist-non-react-statics,src/index.ts,83
top1k-typed-with-typed-deps,html-encoding-sniffer,lib/html-encoding-sniffer.ts,233
top1k-typed-with-typed-deps,iconv-lite,encodings/dbcs-codec.ts,435
top1k-typed-with-typed-deps,iconv-lite,encodings/dbcs-data.ts,89
top1k-typed-with-typed-deps,iconv-lite,encodings/index.ts,18
top1k-typed-with-typed-deps,iconv-lite,encodings/internal.ts,166
top1k-typed-with-typed-deps,iconv-lite,encodings/sbcs-codec.ts,49
top1k-typed-with-typed-deps,iconv-lite,encodings/sbcs-data-generated.ts,449
top1k-typed-with-typed-deps,iconv-lite,encodings/sbcs-data.ts,145
top1k-typed-with-typed-deps,iconv-lite,encodings/utf16.ts,126
top1k-typed-with-typed-deps,iconv-lite,encodings/utf32.ts,214
top1k-typed-with-typed-deps,iconv-lite,encodings/utf7.ts,203
top1k-typed-with-typed-deps,iconv-lite,generation/gen-dbcs.ts,136
top1k-typed-with-typed-deps,iconv-lite,generation/gen-sbcs.ts,102
top1k-typed-with-typed-deps,iconv-lite,generation/research/gen-normalization.ts,80
top1k-typed-with-typed-deps,iconv-lite,generation/research/get-iconv-encodings.ts,91
top1k-typed-with-typed-deps,iconv-lite,generation/utils.ts,84
top1k-typed-with-typed-deps,iconv-lite,lib/bom-handling.ts,38
top1k-typed-with-typed-deps,iconv-lite,lib/index.ts,115
top1k-typed-with-typed-deps,iconv-lite,lib/streams.ts,89
top1k-typed-with-typed-deps,is-core-module,index.ts,59
top1k-typed-with-typed-deps,is-data-descriptor,index.ts,26
