Dataset,Package,File,"Number of errors"
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-classranges-merge-transform.ts,112
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-classranges-to-chars-transform.ts,0
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-remove-duplicates-transform.ts,0
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-to-meta-transform.ts,42
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-class-to-single-char-transform.ts,7
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-code-to-simple-char-transform.ts,7
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-escape-unescape-transform.ts,33
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/char-surrogate-pair-to-single-unicode-transform.ts,0
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/combine-repeating-patterns-transform.ts,22
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/disjunction-remove-duplicates-transform.ts,4
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/group-single-chars-to-char-class.ts,8
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/index.ts,0
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/quantifier-range-to-symbol-transform.ts,6
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/quantifiers-merge-transform.ts,16
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/remove-empty-group-transform.ts,0
top1k-typed-nodeps,regexp-tree,src/optimizer/transforms/ungroup-transform.ts,4
top1k-typed-nodeps,regexp-tree,src/parser/generated/regexp-tree.ts,341
top1k-typed-nodeps,regexp-tree,src/parser/index.ts,3
top1k-typed-nodeps,regexp-tree,src/parser/unicode/parser-unicode-properties.ts,2
top1k-typed-nodeps,regexp-tree,src/regexp-tree.ts,13
top1k-typed-nodeps,regexp-tree,src/transform/index.ts,28
top1k-typed-nodeps,regexp-tree,src/transform/utils.ts,19
top1k-typed-nodeps,regexp-tree,src/traverse/index.ts,14
top1k-typed-nodeps,regexp-tree,src/traverse/node-path.ts,108
top1k-typed-nodeps,regexp-tree,src/utils/clone.ts,0
top1k-typed-nodeps,repeat-element,benchmark/check.ts,13
top1k-typed-nodeps,repeat-element,benchmark/code/array-from.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/array-map-call.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/array-map-valueOf.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/current.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/for-concat.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/for-join-1.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/for-join-2.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/for-length.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/for-new-array-1.ts,2
top1k-typed-nodeps,repeat-element,benchmark/code/for-new-array-2.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/for-push.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/new-array-map-1.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/new-array-map-2.ts,2
top1k-typed-nodeps,repeat-element,benchmark/code/repeat-element.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/while-array-1.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/while-array-2.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/while-array-3.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/while-bitwise.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/while-concat.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/while-exp.ts,3
top1k-typed-nodeps,repeat-element,benchmark/code/while-new-array-1.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/while-new-array-2.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/while-push.ts,0
top1k-typed-nodeps,repeat-element,benchmark/code/while-stack.ts,1
top1k-typed-nodeps,repeat-element,benchmark/code/while-unshift.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/0.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/1.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/100.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/2.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/2000.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/20000.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/25.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/250.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/3.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/4.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/5.ts,0
top1k-typed-nodeps,repeat-element,benchmark/fixtures/50.ts,0
top1k-typed-nodeps,repeat-element,benchmark/index.ts,2
top1k-typed-nodeps,repeat-element,index.ts,2
top1k-typed-nodeps,repeat-string,benchmark/code/add.ts,1
top1k-typed-nodeps,repeat-string,benchmark/code/array.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/for-bitwise.ts,1
top1k-typed-nodeps,repeat-string,benchmark/code/for-join.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/for-str-cache-2.ts,2
top1k-typed-nodeps,repeat-string,benchmark/code/for-str-cache.ts,1
top1k-typed-nodeps,repeat-string,benchmark/code/for-str.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/native.ts,1
top1k-typed-nodeps,repeat-string,benchmark/code/new-array-for.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/new-array-join.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/repeat-string-1.3.0.ts,1
top1k-typed-nodeps,repeat-string,benchmark/code/repeat-string-1.5.4.ts,1
top1k-typed-nodeps,repeat-string,benchmark/code/repeat-string.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/repeating.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/unshift.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/while-array-1.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/while-array-2.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/while-array-3.ts,2
top1k-typed-nodeps,repeat-string,benchmark/code/while-bitwise.ts,1
top1k-typed-nodeps,repeat-string,benchmark/code/while-square-root.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/while-str-stack.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/while-str.ts,0
top1k-typed-nodeps,repeat-string,benchmark/code/while.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/0.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/1.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/10.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/100.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/2.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/2000.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/20000.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/25.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/250.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/3.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/4.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/5.ts,0
top1k-typed-nodeps,repeat-string,benchmark/fixtures/50.ts,0
top1k-typed-nodeps,repeat-string,benchmark/helper.ts,23
top1k-typed-nodeps,repeat-string,benchmark/index.ts,9
top1k-typed-nodeps,repeat-string,index.ts,2
top1k-typed-nodeps,require-directory,index.ts,25
top1k-typed-nodeps,requires-port,index.ts,0
top1k-typed-nodeps,resolve-from,fixture/fixture-for-symlinks/subfolder/node_modules/foo.ts,0
top1k-typed-nodeps,resolve-from,fixture/fixture.ts,0
top1k-typed-nodeps,resolve-from,index.ts,5
top1k-typed-nodeps,retry,example/dns.ts,6
top1k-typed-nodeps,retry,example/stop.ts,10
top1k-typed-nodeps,retry,index.ts,0
top1k-typed-nodeps,retry,lib/retry.ts,16
top1k-typed-nodeps,retry,lib/retry_operation.ts,19
top1k-typed-nodeps,rsvp,ember-cli-build.ts,6
top1k-typed-nodeps,rsvp,lib/rsvp/-internal.ts,59
top1k-typed-nodeps,rsvp,lib/rsvp/all-settled.ts,2
top1k-typed-nodeps,rsvp,lib/rsvp/all.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/asap.ts,14
top1k-typed-nodeps,rsvp,lib/rsvp/config.ts,0
top1k-typed-nodeps,rsvp,lib/rsvp/defer.ts,6
top1k-typed-nodeps,rsvp,lib/rsvp/enumerator.ts,34
top1k-typed-nodeps,rsvp,lib/rsvp/events.ts,11
top1k-typed-nodeps,rsvp,lib/rsvp/filter.ts,15
top1k-typed-nodeps,rsvp,lib/rsvp/hash-settled.ts,3
top1k-typed-nodeps,rsvp,lib/rsvp/hash.ts,3
top1k-typed-nodeps,rsvp,lib/rsvp/instrument.ts,18
top1k-typed-nodeps,rsvp,lib/rsvp/map.ts,12
top1k-typed-nodeps,rsvp,lib/rsvp/node.ts,19
top1k-typed-nodeps,rsvp,lib/rsvp/promise/all.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/promise/race.ts,7
top1k-typed-nodeps,rsvp,lib/rsvp/promise/reject.ts,3
top1k-typed-nodeps,rsvp,lib/rsvp/promise/resolve.ts,3
top1k-typed-nodeps,rsvp,lib/rsvp/promise-hash.ts,4
top1k-typed-nodeps,rsvp,lib/rsvp/promise.ts,22
top1k-typed-nodeps,rsvp,lib/rsvp/race.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/reject.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/resolve.ts,1
top1k-typed-nodeps,rsvp,lib/rsvp/rethrow.ts,0
top1k-typed-nodeps,rsvp,lib/rsvp/then.ts,11
top1k-typed-nodeps,rsvp,lib/rsvp.ts,9
top1k-typed-nodeps,rsvp,server/index.ts,2
top1k-typed-nodeps,rsvp,testem.ts,0
top1k-typed-nodeps,safe-buffer,index.ts,10
top1k-typed-nodeps,safer-buffer,dangerous.ts,8
top1k-typed-nodeps,safer-buffer,safer.ts,21
top1k-typed-nodeps,sax,.github/workflows/package-json-repo.ts,4
top1k-typed-nodeps,sax,examples/example.ts,10
top1k-typed-nodeps,sax,examples/get-products.ts,24
top1k-typed-nodeps,sax,examples/hello-world.ts,2
top1k-typed-nodeps,sax,examples/pretty-print.ts,19
top1k-typed-nodeps,sax,lib/sax.ts,669
top1k-typed-nodeps,setimmediate,setImmediate.ts,37
top1k-typed-nodeps,setprototypeof,index.ts,1
top1k-typed-nodeps,shebang-regex,index.ts,0
top1k-typed-nodeps,sisteransi,example.ts,3
top1k-typed-nodeps,sisteransi,src/index.ts,20
top1k-typed-nodeps,slash,index.ts,1
top1k-typed-nodeps,source-list-map,lib/CodeNode.ts,15
top1k-typed-nodeps,source-list-map,lib/MappingsContext.ts,13
top1k-typed-nodeps,source-list-map,lib/SingleLineNode.ts,47
top1k-typed-nodeps,source-list-map,lib/SourceListMap.ts,39
top1k-typed-nodeps,source-list-map,lib/SourceNode.ts,51
top1k-typed-nodeps,source-list-map,lib/base64-vlq.ts,10
top1k-typed-nodeps,source-list-map,lib/fromStringWithSourceMap.ts,44
top1k-typed-nodeps,source-list-map,lib/helpers.ts,0
top1k-typed-nodeps,source-list-map,lib/index.ts,0
top1k-typed-nodeps,split-on-first,index.ts,1
top1k-typed-nodeps,split-string,example.ts,3
top1k-typed-nodeps,split-string,index.ts,39
top1k-typed-nodeps,sprintf-js,.eslintrc.ts,0
top1k-typed-nodeps,sprintf-js,benchmark/benchmark.ts,8
top1k-typed-nodeps,sprintf-js,dist/angular-sprintf.min.ts,4
top1k-typed-nodeps,sprintf-js,dist/sprintf.min.ts,101
top1k-typed-nodeps,sprintf-js,gulpfile.ts,13
top1k-typed-nodeps,sprintf-js,src/angular-sprintf.ts,4
top1k-typed-nodeps,sprintf-js,src/sprintf.ts,94
top1k-typed-nodeps,stable,rollup.config.ts,3
top1k-typed-nodeps,stable,src/banner.ts,0
top1k-typed-nodeps,stable,src/stable.ts,8
top1k-typed-nodeps,stable,stable.min.ts,25
top1k-typed-nodeps,stable,stable.ts,13
top1k-typed-nodeps,statuses,index.ts,15
top1k-typed-nodeps,statuses,scripts/build.ts,7
top1k-typed-nodeps,statuses,scripts/fetch-apache.ts,3
top1k-typed-nodeps,statuses,scripts/fetch-iana.ts,11
top1k-typed-nodeps,statuses,scripts/fetch-nginx.ts,3
top1k-typed-nodeps,statuses,scripts/fetch-node.ts,3
top1k-typed-nodeps,statuses,scripts/lib/write.ts,7
top1k-typed-nodeps,statuses,scripts/version-history.ts,10
top1k-typed-nodeps,stream-shift,index.ts,10
top1k-typed-nodeps,strict-uri-encode,index.ts,0
top1k-typed-nodeps,strip-bom,index.ts,2
top1k-typed-nodeps,strip-final-newline,index.ts,5
top1k-typed-nodeps,strip-json-comments,benchmark.ts,7
top1k-typed-nodeps,strip-json-comments,index.ts,22
top1k-typed-nodeps,symbol-observable,es/index.ts,5
top1k-typed-nodeps,symbol-observable,es/ponyfill.ts,7
top1k-typed-nodeps,symbol-observable,index.ts,0
top1k-typed-nodeps,symbol-observable,ponyfill.ts,0
top1k-typed-nodeps,symbol-tree,lib/SymbolTree.ts,49
top1k-typed-nodeps,symbol-tree,lib/SymbolTreeNode.ts,21
top1k-typed-nodeps,symbol-tree,lib/TreeIterator.ts,16
top1k-typed-nodeps,symbol-tree,lib/TreePosition.ts,0
top1k-typed-nodeps,tapable,.prettierrc.ts,0
top1k-typed-nodeps,tapable,lib/AsyncParallelBailHook.ts,14
top1k-typed-nodeps,tapable,lib/AsyncParallelHook.ts,14
top1k-typed-nodeps,tapable,lib/AsyncSeriesBailHook.ts,14
top1k-typed-nodeps,tapable,lib/AsyncSeriesHook.ts,14
top1k-typed-nodeps,tapable,lib/AsyncSeriesLoopHook.ts,14
top1k-typed-nodeps,tapable,lib/AsyncSeriesWaterfallHook.ts,15
top1k-typed-nodeps,tapable,lib/Hook.ts,40
top1k-typed-nodeps,tapable,lib/HookCodeFactory.ts,54
top1k-typed-nodeps,tapable,lib/HookMap.ts,19
top1k-typed-nodeps,tapable,lib/MultiHook.ts,11
top1k-typed-nodeps,tapable,lib/SyncBailHook.ts,15
top1k-typed-nodeps,tapable,lib/SyncHook.ts,15
top1k-typed-nodeps,tapable,lib/SyncLoopHook.ts,15
top1k-typed-nodeps,tapable,lib/SyncWaterfallHook.ts,17
top1k-typed-nodeps,tapable,lib/index.ts,0
top1k-typed-nodeps,tapable,lib/util-browser.ts,0
top1k-typed-nodeps,throat,index.ts,11
top1k-typed-nodeps,throat,perf.ts,0
top1k-typed-nodeps,through,index.ts,38
top1k-typed-nodeps,tmpl,lib/tmpl.ts,1
top1k-typed-nodeps,to-fast-properties,index.ts,6
top1k-typed-nodeps,trim-newlines,index.ts,1
top1k-typed-nodeps,tslib,modules/index.ts,1
top1k-typed-nodeps,tslib,tslib.es6.ts,97
top1k-typed-nodeps,tslib,tslib.ts,123
top1k-typed-nodeps,tweetnacl,nacl-fast.min.ts,264
top1k-typed-nodeps,tweetnacl,nacl-fast.ts,257
top1k-typed-nodeps,tweetnacl,nacl.min.ts,385
top1k-typed-nodeps,tweetnacl,nacl.ts,420
top1k-typed-nodeps,type,array/ensure.ts,4
top1k-typed-nodeps,type,array/is.ts,1
top1k-typed-nodeps,type,array-length/coerce.ts,0
top1k-typed-nodeps,type,array-length/ensure.ts,1
top1k-typed-nodeps,type,array-like/ensure.ts,1
top1k-typed-nodeps,type,array-like/is.ts,1
top1k-typed-nodeps,type,big-int/coerce.ts,0
top1k-typed-nodeps,type,big-int/ensure.ts,1
top1k-typed-nodeps,type,commitlint.config.ts,0
top1k-typed-nodeps,type,constructor/ensure.ts,1
top1k-typed-nodeps,type,constructor/is.ts,0
top1k-typed-nodeps,type,date/ensure.ts,1
top1k-typed-nodeps,type,date/is.ts,4
top1k-typed-nodeps,type,ensure.ts,4
top1k-typed-nodeps,type,error/ensure.ts,1
top1k-typed-nodeps,type,error/is.ts,2
top1k-typed-nodeps,type,finite/coerce.ts,0
top1k-typed-nodeps,type,finite/ensure.ts,1
top1k-typed-nodeps,type,function/ensure.ts,1
top1k-typed-nodeps,type,function/is.ts,1
top1k-typed-nodeps,type,integer/coerce.ts,0
top1k-typed-nodeps,type,integer/ensure.ts,1
top1k-typed-nodeps,type,iterable/ensure.ts,5
top1k-typed-nodeps,type,iterable/is.ts,3
top1k-typed-nodeps,type,lib/ensure/min.ts,4
top1k-typed-nodeps,type,lib/is-to-string-tag-supported.ts,0
top1k-typed-nodeps,type,lib/resolve-error-message.ts,15
top1k-typed-nodeps,type,lib/resolve-exception.ts,6
top1k-typed-nodeps,type,lib/safe-to-string.ts,0
top1k-typed-nodeps,type,lib/to-short-string.ts,0
top1k-typed-nodeps,type,map/ensure.ts,1
top1k-typed-nodeps,type,map/is.ts,4
top1k-typed-nodeps,type,natural-number/coerce.ts,0
top1k-typed-nodeps,type,natural-number/ensure.ts,2
top1k-typed-nodeps,type,number/coerce.ts,0
top1k-typed-nodeps,type,number/ensure.ts,1
top1k-typed-nodeps,type,object/ensure.ts,1
top1k-typed-nodeps,type,object/is.ts,1
top1k-typed-nodeps,type,plain-function/ensure.ts,1
top1k-typed-nodeps,type,plain-function/is.ts,0
top1k-typed-nodeps,type,plain-object/ensure.ts,3
top1k-typed-nodeps,type,plain-object/is.ts,3
top1k-typed-nodeps,type,promise/ensure.ts,1
top1k-typed-nodeps,type,promise/is.ts,1
top1k-typed-nodeps,type,prototype/is.ts,0
top1k-typed-nodeps,type,reg-exp/ensure.ts,1
top1k-typed-nodeps,type,reg-exp/is.ts,9
top1k-typed-nodeps,type,safe-integer/coerce.ts,0
top1k-typed-nodeps,type,safe-integer/ensure.ts,1
top1k-typed-nodeps,type,set/ensure.ts,1
top1k-typed-nodeps,type,set/is.ts,3
top1k-typed-nodeps,type,string/coerce.ts,3
top1k-typed-nodeps,type,string/ensure.ts,1
top1k-typed-nodeps,type,thenable/ensure.ts,1
top1k-typed-nodeps,type,thenable/is.ts,1
top1k-typed-nodeps,type,time-value/coerce.ts,0
top1k-typed-nodeps,type,time-value/ensure.ts,1
top1k-typed-nodeps,type,value/ensure.ts,1
top1k-typed-nodeps,type,value/is.ts,1
top1k-typed-nodeps,typedarray-to-buffer,index.ts,1
top1k-typed-nodeps,universalify,index.ts,3
top1k-typed-nodeps,urix,index.ts,1
top1k-typed-nodeps,util-deprecate,browser.ts,2
top1k-typed-nodeps,util-deprecate,node.ts,0
top1k-typed-nodeps,utils-merge,index.ts,0
top1k-typed-nodeps,uuid,examples/benchmark/benchmark.ts,0
top1k-typed-nodeps,uuid,examples/benchmark/browser.ts,2
top1k-typed-nodeps,uuid,examples/benchmark/node.ts,2
top1k-typed-nodeps,uuid,examples/browser-esmodules/example.ts,2
top1k-typed-nodeps,uuid,examples/browser-rollup/example-all.ts,2
top1k-typed-nodeps,uuid,examples/browser-rollup/example-v1.ts,1
top1k-typed-nodeps,uuid,examples/browser-rollup/example-v4.ts,1
top1k-typed-nodeps,uuid,examples/browser-rollup/rollup.config.ts,0
top1k-typed-nodeps,uuid,examples/browser-rollup/size-v1.ts,1
top1k-typed-nodeps,uuid,examples/browser-rollup/size-v3.ts,1
top1k-typed-nodeps,uuid,examples/browser-rollup/size-v4.ts,1
top1k-typed-nodeps,uuid,examples/browser-rollup/size-v5.ts,1
top1k-typed-nodeps,uuid,examples/browser-webpack/example-all-require.ts,29
top1k-typed-nodeps,uuid,examples/browser-webpack/example-all.ts,2
top1k-typed-nodeps,uuid,examples/browser-webpack/example-v1.ts,1
top1k-typed-nodeps,uuid,examples/browser-webpack/example-v4.ts,1
top1k-typed-nodeps,uuid,examples/browser-webpack/size-v1.ts,1
top1k-typed-nodeps,uuid,examples/browser-webpack/size-v3.ts,1
top1k-typed-nodeps,uuid,examples/browser-webpack/size-v4.ts,1
top1k-typed-nodeps,uuid,examples/browser-webpack/size-v5.ts,1
top1k-typed-nodeps,uuid,examples/browser-webpack/webpack.config.ts,0
top1k-typed-nodeps,uuid,examples/node-commonjs/example.ts,1
top1k-typed-nodeps,uuid,examples/node-webpack/example-all.ts,2
top1k-typed-nodeps,uuid,examples/node-webpack/example-v1.ts,1
top1k-typed-nodeps,uuid,examples/node-webpack/example-v4.ts,1
top1k-typed-nodeps,uuid,examples/node-webpack/webpack.config.ts,0
top1k-typed-nodeps,uuid,examples/utils/testpage.ts,0
top1k-typed-nodeps,uuid,prettier.config.ts,0
top1k-typed-nodeps,uuid,src/index.ts,0
top1k-typed-nodeps,uuid,src/md5-browser.ts,144
top1k-typed-nodeps,uuid,src/md5.ts,3
top1k-typed-nodeps,uuid,src/native-browser.ts,0
top1k-typed-nodeps,uuid,src/native.ts,0
top1k-typed-nodeps,uuid,src/nil.ts,0
top1k-typed-nodeps,uuid,src/parse.ts,5
top1k-typed-nodeps,uuid,src/regex.ts,0
top1k-typed-nodeps,uuid,src/rng-browser.ts,1
top1k-typed-nodeps,uuid,src/rng.ts,3
top1k-typed-nodeps,uuid,src/sha1-browser.ts,14
top1k-typed-nodeps,uuid,src/sha1.ts,3
top1k-typed-nodeps,uuid,src/stringify.ts,3
top1k-typed-nodeps,uuid,src/uuid-bin.ts,20
top1k-typed-nodeps,uuid,src/v1.ts,18
top1k-typed-nodeps,uuid,src/v3.ts,0
top1k-typed-nodeps,uuid,src/v35.ts,1
top1k-typed-nodeps,uuid,src/v4.ts,0
top1k-typed-nodeps,uuid,src/v5.ts,0
top1k-typed-nodeps,uuid,src/validate.ts,1
top1k-typed-nodeps,uuid,src/version.ts,0
top1k-typed-nodeps,uuid,wdio.conf.ts,0
top1k-typed-nodeps,vary,benchmark/append.ts,14
top1k-typed-nodeps,vary,benchmark/index.ts,4
top1k-typed-nodeps,vary,index.ts,11
top1k-typed-nodeps,webidl-conversions,lib/index.ts,59
top1k-typed-nodeps,webpack-sources,.eslintrc.ts,0
top1k-typed-nodeps,webpack-sources,.prettierrc.ts,0
top1k-typed-nodeps,webpack-sources,lib/CachedSource.ts,87
top1k-typed-nodeps,webpack-sources,lib/CompatSource.ts,16
top1k-typed-nodeps,webpack-sources,lib/ConcatSource.ts,49
top1k-typed-nodeps,webpack-sources,lib/OriginalSource.ts,39
top1k-typed-nodeps,webpack-sources,lib/PrefixSource.ts,19
top1k-typed-nodeps,webpack-sources,lib/RawSource.ts,30
top1k-typed-nodeps,webpack-sources,lib/ReplaceSource.ts,67
top1k-typed-nodeps,webpack-sources,lib/SizeOnlySource.ts,4
top1k-typed-nodeps,webpack-sources,lib/Source.ts,3
top1k-typed-nodeps,webpack-sources,lib/SourceMapSource.ts,94
top1k-typed-nodeps,webpack-sources,lib/helpers/__mocks__/createMappingsSerializer.ts,2
top1k-typed-nodeps,webpack-sources,lib/helpers/createMappingsSerializer.ts,4
top1k-typed-nodeps,webpack-sources,lib/helpers/getFromStreamChunks.ts,8
top1k-typed-nodeps,webpack-sources,lib/helpers/getGeneratedSourceInfo.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/getName.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/getSource.ts,3
top1k-typed-nodeps,webpack-sources,lib/helpers/readMappings.ts,12
top1k-typed-nodeps,webpack-sources,lib/helpers/splitIntoLines.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/splitIntoPotentialTokens.ts,1
top1k-typed-nodeps,webpack-sources,lib/helpers/streamAndGetSourceAndMap.ts,8
top1k-typed-nodeps,webpack-sources,lib/helpers/streamChunks.ts,5
top1k-typed-nodeps,webpack-sources,lib/helpers/streamChunksOfCombinedSourceMap.ts,33
top1k-typed-nodeps,webpack-sources,lib/helpers/streamChunksOfRawSource.ts,4
top1k-typed-nodeps,webpack-sources,lib/helpers/streamChunksOfSourceMap.ts,41
top1k-typed-nodeps,webpack-sources,lib/index.ts,0
top1k-typed-nodeps,whatwg-mimetype,lib/mime-type-parameters.ts,15
top1k-typed-nodeps,whatwg-mimetype,lib/mime-type.ts,24
top1k-typed-nodeps,whatwg-mimetype,lib/parser.ts,5
top1k-typed-nodeps,whatwg-mimetype,lib/serializer.ts,5
top1k-typed-nodeps,whatwg-mimetype,lib/utils.ts,4
top1k-typed-nodeps,whatwg-mimetype,scripts/get-latest-platform-tests.ts,7
top1k-typed-nodeps,yallist,.github/workflows/package-json-repo.ts,4
top1k-typed-nodeps,yallist,iterator.ts,1
top1k-typed-nodeps,yallist,yallist.ts,67
top1k-typed-nodeps,yn,index.ts,5
top1k-typed-nodeps,yn,lenient.ts,10
top1k-typed-nodeps-es6,@xtuc_long,index.ts,311
top1k-typed-nodeps-es6,abab,index.ts,0
top1k-typed-nodeps-es6,abab,karma.conf.ts,2
top1k-typed-nodeps-es6,abab,lib/atob.ts,0
top1k-typed-nodeps-es6,abab,lib/btoa.ts,1
top1k-typed-nodeps-es6,abbrev,abbrev.ts,1
top1k-typed-nodeps-es6,acorn-jsx,index.ts,249
top1k-typed-nodeps-es6,acorn-jsx,xhtml.ts,0
top1k-typed-nodeps-es6,ansi-colors,bench/colors.ts,61
top1k-typed-nodeps-es6,ansi-colors,bench/dryrun.ts,89
top1k-typed-nodeps-es6,ansi-colors,bench/index.ts,0
top1k-typed-nodeps-es6,ansi-colors,bench/load-ansi-colors.ts,0
top1k-typed-nodeps-es6,ansi-colors,bench/load-chalk.ts,0
top1k-typed-nodeps-es6,ansi-colors,examples/alias.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/chained.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/colors.ts,2
top1k-typed-nodeps-es6,ansi-colors,examples/nested.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/nesting-bug.ts,4
top1k-typed-nodeps-es6,ansi-colors,examples/ok.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/readme-examples.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/screenshot-table.ts,2
top1k-typed-nodeps-es6,ansi-colors,examples/screenshot.ts,2
top1k-typed-nodeps-es6,ansi-colors,examples/styles.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/theme-custom-fn.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/theme.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/theme2.ts,1
top1k-typed-nodeps-es6,ansi-colors,examples/unstyle.ts,1
top1k-typed-nodeps-es6,ansi-colors,index.ts,53
top1k-typed-nodeps-es6,ansi-colors,symbols.ts,2
top1k-typed-nodeps-es6,ansi-regex,fixtures/ansi-codes.ts,5
top1k-typed-nodeps-es6,ansi-regex,fixtures/view-codes.ts,6
top1k-typed-nodeps-es6,ansi-regex,index.ts,1
top1k-typed-nodeps-es6,ansi-styles,index.ts,31
top1k-typed-nodeps-es6,ansi-styles,screenshot.ts,2
top1k-typed-nodeps-es6,argparse,argparse.ts,447
top1k-typed-nodeps-es6,argparse,lib/sub.ts,1
top1k-typed-nodeps-es6,argparse,lib/textwrap.ts,58
top1k-typed-nodeps-es6,arr-diff,benchmark/check.ts,2
top1k-typed-nodeps-es6,arr-diff,benchmark/code/arr-diff-3.0.0.ts,2
top1k-typed-nodeps-es6,arr-diff,benchmark/code/arr-diff-4.0.0.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/array-differ.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/filter.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/for-negative.ts,0
top1k-typed-nodeps-es6,arr-diff,benchmark/code/for.ts,0
